'AM General Hummer SUV 2000',SUV,000023.jpg,1,52,25,751,507,,,,,23,'Audi S4 Sedan 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000024.jpg,1,3,23,132,98,,,,,24,'Audi S4 Sedan 2007',SEDAN
'AM General Hummer SUV 2000',SUV,000026.jpg,1,21,18,492,316,,,,,26,'BMW ActiveHybrid 5 Sedan 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000028.jpg,1,8,3,135,86,,,,,28,'BMW 1 Series Coupe 2012',COUPE
'AM General Hummer SUV 2000',SUV,000029.jpg,1,30,65,331,199,,,,,29,'BMW 3 Series Sedan 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000030.jpg,1,5,14,93,58,,,,,30,'BMW 3 Series Wagon 2012',WAGON
'AM General Hummer SUV 2000',SUV,000032.jpg,1,20,48,385,283,,,,,32,'BMW X5 SUV 2007',SUV
'AM General Hummer SUV 2000',SUV,000033.jpg,1,51,73,570,426,,,,,33,'BMW X6 SUV 2012',SUV
'AM General Hummer SUV 2000',SUV,000034.jpg,1,79,469,1537,1198,,,,,34,'BMW M3 Coupe 2012',COUPE
'AM General Hummer SUV 2000',SUV,000035.jpg,1,18,18,328,190,,,,,35,'BMW M5 Sedan 2010',SEDAN
'AM General Hummer SUV 2000',SUV,000037.jpg,1,6,20,123,88,,,,,37,'BMW X3 SUV 2012',SUV
'AM General Hummer SUV 2000',SUV,000038.jpg,1,26,25,283,157,,,,,38,'BMW Z4 Convertible 2012',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000039.jpg,1,61,98,458,376,,,,,39,'Bentley Continental Supersports Conv. Convertible 2012',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000041.jpg,1,178,214,901,658,,,,,41,'Bentley Mulsanne Sedan 2011',SEDAN
'AM General Hummer SUV 2000',SUV,000042.jpg,1,9,14,490,368,,,,,42,'Bentley Continental GT Coupe 2012',COUPE
'AM General Hummer SUV 2000',SUV,000043.jpg,1,28,48,663,302,,,,,43,'Bentley Continental GT Coupe 2007',COUPE
'AM General Hummer SUV 2000',SUV,000044.jpg,1,4,9,96,88,,,,,44,'Bentley Continental Flying Spur Sedan 2007',SEDAN
'AM General Hummer SUV 2000',SUV,000046.jpg,1,14,16,268,169,,,,,46,'Bugatti Veyron 16.4 Coupe 2009',COUPE
'AM General Hummer SUV 2000',SUV,000047.jpg,1,10,18,89,61,,,,,47,'Buick Regal GS 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000048.jpg,1,111,54,365,190,,,,,48,'Buick Rainier SUV 2007',SUV
'AM General Hummer SUV 2000',SUV,000051.jpg,1,15,10,128,76,,,,,51,'Cadillac CTS-V Sedan 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000053.jpg,1,92,93,585,399,,,,,53,'Cadillac Escalade EXT Crew Cab 2007',TRUCK
'AM General Hummer SUV 2000',SUV,000054.jpg,1,5,9,87,61,,,,,54,'Chevrolet Silverado 1500 Hybrid Crew Cab 2012',TRUCK
'AM General Hummer SUV 2000',SUV,000056.jpg,1,70,94,439,341,,,,,56,'Chevrolet Corvette ZR1 2012',COUPE
'AM General Hummer SUV 2000',SUV,000057.jpg,1,87,6,552,348,,,,,57,'Chevrolet Corvette Ron Fellows Edition Z06 2007',COUPE
'AM General Hummer SUV 2000',SUV,000058.jpg,1,28,14,118,80,,,,,58,'Chevrolet Traverse SUV 2012',SUV
'AM General Hummer SUV 2000',SUV,000059.jpg,1,11,8,106,80,,,,,59,'Chevrolet Camaro Convertible 2012',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000060.jpg,1,53,108,544,413,,,,,60,'Chevrolet HHR SS 2010',SUV
'AM General Hummer SUV 2000',SUV,000061.jpg,1,31,12,270,160,,,,,61,'Chevrolet Impala Sedan 2007',SEDAN
'AM General Hummer SUV 2000',SUV,000062.jpg,1,4,13,145,109,,,,,62,'Chevrolet Tahoe Hybrid SUV 2012',SUV
'AM General Hummer SUV 2000',SUV,000063.jpg,1,8,12,135,83,,,,,63,'Chevrolet Sonic Sedan 2012',SEDAN
'AM General Hummer SUV 2000',SUV,000064.jpg,1,11,16,135,93,,,,,64,'Chevrolet Express Cargo Van 2007',VAN
'AM General Hummer SUV 2000',SUV,000065.jpg,1,28,117,415,274,,,,,65,'Chevrolet Avalanche Crew Cab 2012',TRUCK
'AM General Hummer SUV 2000',SUV,000066.jpg,1,45,39,729,414,,,,,66,'Chevrolet Cobalt SS 2010',COUPE
'AM General Hummer SUV 2000',SUV,000067.jpg,1,3,3,639,480,,,,,67,'Chevrolet Malibu Hybrid Sedan 2010',SEDAN
'AM General Hummer SUV 2000',SUV,000069.jpg,1,24,141,721,396,,,,,69,'Chevrolet Silverado 2500HD Regular Cab 2012',TRUCK
'AM General Hummer SUV 2000',SUV,000072.jpg,1,6,20,137,73,,,,,72,'Chevrolet Monte Carlo Coupe 2007',COUPE
'AM General Hummer SUV 2000',SUV,000073.jpg,1,111,177,920,642,,,,,73,'Chevrolet Malibu Sedan 2007',SEDAN
'AM General Hummer SUV 2000',SUV,000074.jpg,1,32,69,487,316,,,,,74,'Chevrolet Silverado 1500 Extended Cab 2012',TRUCK
'AM General Hummer SUV 2000',SUV,000075.jpg,1,2,7,102,57,,,,,75,'Chevrolet Silverado 1500 Regular Cab 2012',TRUCK
'AM General Hummer SUV 2000',SUV,000076.jpg,1,26,62,763,504,,,,,76,'Chrysler Aspen SUV 2009',SUV
'AM General Hummer SUV 2000',SUV,000077.jpg,1,46,115,623,469,,,,,77,'Chrysler Sebring Convertible 2010',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000078.jpg,1,25,123,589,421,,,,,78,'Chrysler Town and Country Minivan 2012',MINIVAN
'AM General Hummer SUV 2000',SUV,000079.jpg,1,20,79,654,425,,,,,79,'Chrysler 300 SRT-8 2010',SEDAN
'AM General Hummer SUV 2000',SUV,000080.jpg,1,5,14,160,114,,,,,80,'Chrysler Crossfire Convertible 2008',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000081.jpg,1,62,73,718,441,,,,,81,'Chrysler PT Cruiser Convertible 2008',CONVERTIBLE
'AM General Hummer SUV 2000',SUV,000083.jpg,1,67,98,283,213,,,,,83,'Dodge Caliber Wagon 2012',WAGON
'AM General Hummer SUV 2000',SUV,000084.jpg,1,40,60,354,237,,,,,84,'Dodge Caliber Wagon 2007',WAGON
'AM General Hummer SUV 2000',SUV,000085.jpg,1,12,18,113,78,,,,,85,'Dodge Caravan Minivan 1997',MINIVAN
'AM General Hummer SUV 2000',SUV,000086.jpg,1,26,72,774,480,,,,,86,'Dodge Ram Pickup 3500 Crew Cab 2010',TRUCK
'AM General Hummer SUV 2000',SUV,000087.jpg,1,24,1,368,199,,,,,87,'Dodge Ram Pickup 3500 Quad Cab 2009',TRUCK
'AM General Hummer SUV 2000',SUV,000088.jpg,1,2,13,160,120,,,,,88,'Dodge Sprinter Cargo Van 2009',VAN
'AM General Hummer SUV 2000',SUV,000089.jpg,1,11,13,84,60,,,,,89,'Dodge Journey SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000090.jpg,2,434,441,1805,1126,,,,,90,'Dodge Dakota Crew Cab 2010',TRUCK
'Acura RL Sedan 2012',SEDAN,000092.jpg,2,7,133,716,444,,,,,92,'Dodge Magnum Wagon 2008',WAGON
'Acura RL Sedan 2012',SEDAN,000094.jpg,2,150,102,877,444,,,,,94,'Dodge Durango SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000095.jpg,2,139,416,1954,1149,,,,,95,'Dodge Durango SUV 2007',SUV
'Acura RL Sedan 2012',SEDAN,000098.jpg,2,84,189,573,376,,,,,98,'Eagle Talon Hatchback 1998',HATCHBACK
'Acura RL Sedan 2012',SEDAN,000100.jpg,2,30,16,430,215,,,,,100,'FIAT 500 Convertible 2012',CONVERTIBLE
'Acura RL Sedan 2012',SEDAN,000101.jpg,2,32,32,438,394,,,,,101,'Ferrari FF Coupe 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000103.jpg,2,34,53,270,139,,,,,103,'Ferrari 458 Italia Convertible 2012',CONVERTIBLE
'Acura RL Sedan 2012',SEDAN,000104.jpg,2,179,177,753,452,,,,,104,'Ferrari 458 Italia Coupe 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000105.jpg,2,68,93,440,317,,,,,105,'Fisker Karma Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000107.jpg,2,60,166,614,425,,,,,107,'Ford Mustang Convertible 2007',CONVERTIBLE
'Acura RL Sedan 2012',SEDAN,000108.jpg,2,8,37,294,150,,,,,108,'Ford Freestar Minivan 2007',MINIVAN
'Acura RL Sedan 2012',SEDAN,000110.jpg,2,130,10,839,346,,,,,110,'Ford Edge SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000111.jpg,2,23,134,619,349,,,,,111,'Ford Ranger SuperCab 2011',TRUCK
'Acura RL Sedan 2012',SEDAN,000112.jpg,2,45,22,745,514,,,,,112,'Ford GT Coupe 2006',COUPE
'Acura RL Sedan 2012',SEDAN,000113.jpg,2,10,34,242,126,,,,,113,'Ford F-150 Regular Cab 2012',TRUCK
'Acura RL Sedan 2012',SEDAN,000114.jpg,2,18,63,445,267,,,,,114,'Ford F-150 Regular Cab 2007',TRUCK
'Acura RL Sedan 2012',SEDAN,000116.jpg,2,73,163,674,401,,,,,116,'Ford E-Series Wagon Van 2012',VAN
'Acura RL Sedan 2012',SEDAN,000118.jpg,2,45,68,426,253,,,,,118,'GMC Terrain SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000119.jpg,2,20,16,449,300,,,,,119,'GMC Savana Van 2012',VAN
'Acura RL Sedan 2012',SEDAN,000120.jpg,2,38,92,420,241,,,,,120,'GMC Yukon Hybrid SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000121.jpg,2,18,141,603,367,,,,,121,'GMC Acadia SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000122.jpg,2,108,147,675,434,,,,,122,'GMC Canyon Extended Cab 2012',TRUCK
'Acura RL Sedan 2012',SEDAN,000123.jpg,2,85,43,731,324,,,,,123,'Geo Metro Convertible 1993',CONVERTIBLE
'Acura RL Sedan 2012',SEDAN,000124.jpg,2,208,97,909,447,,,,,124,'HUMMER H3T Crew Cab 2010',TRUCK
'Acura RL Sedan 2012',SEDAN,000125.jpg,2,24,55,588,405,,,,,125,'HUMMER H2 SUT Crew Cab 2009',SUV
'Acura RL Sedan 2012',SEDAN,000126.jpg,2,27,82,618,400,,,,,126,'Honda Odyssey Minivan 2012',MINIVAN
'Acura RL Sedan 2012',SEDAN,000127.jpg,2,97,7,888,336,,,,,127,'Honda Odyssey Minivan 2007',MINIVAN
'Acura RL Sedan 2012',SEDAN,000128.jpg,2,24,38,427,277,,,,,128,'Honda Accord Coupe 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000129.jpg,2,30,11,269,196,,,,,129,'Honda Accord Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000131.jpg,2,186,151,459,347,,,,,131,'Hyundai Santa Fe SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000132.jpg,2,56,114,638,448,,,,,132,'Hyundai Tucson SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000133.jpg,2,12,33,292,171,,,,,133,'Hyundai Veracruz SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000134.jpg,2,2,104,300,203,,,,,134,'Hyundai Sonata Hybrid Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000135.jpg,2,32,96,565,362,,,,,135,'Hyundai Elantra Sedan 2007',SEDAN
'Acura RL Sedan 2012',SEDAN,000136.jpg,2,29,55,279,177,,,,,136,'Hyundai Accent Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000137.jpg,2,14,98,536,299,,,,,137,'Hyundai Genesis Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000138.jpg,2,73,84,516,306,,,,,138,'Hyundai Sonata Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000139.jpg,2,42,103,451,277,,,,,139,'Hyundai Elantra Touring Hatchback 2012',HATCHBACK
'Acura RL Sedan 2012',SEDAN,000140.jpg,2,41,161,449,337,,,,,140,'Hyundai Azera Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000141.jpg,2,76,111,580,458,,,,,141,'Infiniti G Coupe IPL 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000143.jpg,2,129,32,861,602,,,,,143,'Isuzu Ascender SUV 2008',SUV
'Acura RL Sedan 2012',SEDAN,000144.jpg,2,13,82,691,432,,,,,144,'Jaguar XK XKR 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000145.jpg,2,13,165,583,417,,,,,145,'Jeep Patriot SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000147.jpg,2,214,492,1345,967,,,,,147,'Jeep Liberty SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000148.jpg,2,115,322,1085,674,,,,,148,'Jeep Grand Cherokee SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000149.jpg,2,129,213,899,614,,,,,149,'Jeep Compass SUV 2012',SUV
'Acura RL Sedan 2012',SEDAN,000150.jpg,2,11,87,470,268,,,,,150,'Lamborghini Reventon Coupe 2008',COUPE
'Acura RL Sedan 2012',SEDAN,000151.jpg,2,37,30,292,190,,,,,151,'Lamborghini Aventador Coupe 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000152.jpg,2,85,245,713,472,,,,,152,'Lamborghini Gallardo LP 570-4 Superleggera 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000153.jpg,2,30,35,619,350,,,,,153,'Lamborghini Diablo Coupe 2001',COUPE
'Acura TL Sedan 2012',SEDAN,000155.jpg,3,13,35,250,153,,,,,155,'Land Rover LR2 SUV 2012',SUV
'Acura TL Sedan 2012',SEDAN,000156.jpg,3,10,24,254,158,,,,,156,'Lincoln Town Car Sedan 2011',SEDAN
'Acura TL Sedan 2012',SEDAN,000158.jpg,3,36,116,868,587,,,,,158,'Maybach Landaulet Convertible 2012',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000159.jpg,3,57,236,881,569,,,,,159,'Mazda Tribute SUV 2011',SUV
'Acura TL Sedan 2012',SEDAN,000162.jpg,3,47,100,605,371,,,,,162,'Mercedes-Benz C-Class Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000164.jpg,3,33,115,576,346,,,,,164,'Mercedes-Benz E-Class Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000166.jpg,3,48,41,511,237,,,,,166,'Mercedes-Benz Sprinter Van 2012',VAN
'Acura TL Sedan 2012',SEDAN,000167.jpg,3,83,93,686,425,,,,,167,'Mitsubishi Lancer Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000168.jpg,3,37,77,582,342,,,,,168,'Nissan Leaf Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000169.jpg,3,25,55,277,150,,,,,169,'Nissan NV Passenger Van 2012',VAN
'Acura TL Sedan 2012',SEDAN,000170.jpg,3,13,115,787,440,,,,,170,'Nissan Juke Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000171.jpg,3,55,95,563,320,,,,,171,'Nissan 240SX Coupe 1998',COUPE
'Acura TL Sedan 2012',SEDAN,000172.jpg,3,52,46,487,247,,,,,172,'Plymouth Neon Coupe 1999',COUPE
'Acura TL Sedan 2012',SEDAN,000173.jpg,3,60,91,588,373,,,,,173,'Porsche Panamera Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000174.jpg,3,8,80,250,184,,,,,174,'Ram C/V Cargo Van Minivan 2012',MINIVAN
'Acura TL Sedan 2012',SEDAN,000175.jpg,3,47,154,598,369,,,,,175,'Rolls-Royce Phantom Drophead Coupe Convertible 2012',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000176.jpg,3,26,49,477,288,,,,,176,'Rolls-Royce Ghost Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000178.jpg,3,147,202,1066,629,,,,,178,'Scion xD Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000179.jpg,3,35,12,448,331,,,,,179,'Spyker C8 Convertible 2009',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000180.jpg,3,54,107,543,344,,,,,180,'Spyker C8 Coupe 2009',COUPE
'Acura TL Sedan 2012',SEDAN,000181.jpg,3,1,66,619,339,,,,,181,'Suzuki Aerio Sedan 2007',SEDAN
'Acura TL Sedan 2012',SEDAN,000183.jpg,3,14,84,627,398,,,,,183,'Suzuki SX4 Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000185.jpg,3,28,34,297,182,,,,,185,'Tesla Model S Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000186.jpg,3,79,84,528,327,,,,,186,'Toyota Sequoia SUV 2012',SUV
'Acura TL Sedan 2012',SEDAN,000187.jpg,3,15,14,278,171,,,,,187,'Toyota Camry Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000189.jpg,3,1,1,1484,900,,,,,189,'Toyota 4Runner SUV 2012',SUV
'Acura TL Sedan 2012',SEDAN,000190.jpg,3,51,57,590,402,,,,,190,'Volkswagen Golf Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000191.jpg,3,71,192,594,465,,,,,191,'Volkswagen Golf Hatchback 1991',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000192.jpg,3,283,298,1405,979,,,,,192,'Volkswagen Beetle Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000193.jpg,3,15,9,468,408,,,,,193,'Volvo C30 Hatchback 2012',HATCHBACK
'Acura TL Sedan 2012',SEDAN,000194.jpg,3,373,56,2663,1915,,,,,194,'Volvo 240 Sedan 1993',SEDAN
'Acura TL Sedan 2012',SEDAN,000195.jpg,3,14,67,482,302,,,,,195,'Volvo XC90 SUV 2007',SUV
'Acura TL Sedan 2012',SEDAN,000196.jpg,3,84,13,562,311,,,,,196,'smart fortwo Convertible 2012',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000197.jpg,3,18,97,282,203,,,,,,,
'Acura TL Sedan 2012',SEDAN,000198.jpg,3,5,109,385,255,,,,,,,
'Acura TL Sedan 2012',SEDAN,000199.jpg,3,55,62,204,178,,,,,,,
'Acura TL Sedan 2012',SEDAN,000200.jpg,3,17,52,376,289,,,,,,,
'Acura TL Sedan 2012',SEDAN,000201.jpg,3,45,86,532,334,,,,,,,
'Acura TL Sedan 2012',SEDAN,000202.jpg,3,32,126,997,627,,,,,,,
'Acura TL Sedan 2012',SEDAN,000204.jpg,3,13,27,778,368,,,,,,,
'Acura TL Sedan 2012',SEDAN,000205.jpg,3,14,79,242,166,,,,,,,
'Acura TL Sedan 2012',SEDAN,000206.jpg,3,12,68,285,193,,,,,,,
'Acura TL Sedan 2012',SEDAN,000207.jpg,3,30,76,360,202,,,,,,,
'Acura TL Sedan 2012',SEDAN,000208.jpg,3,73,41,422,296,,,,,,,
'Acura TL Sedan 2012',SEDAN,000210.jpg,3,1,65,271,180,,,,,,,
'Acura TL Sedan 2012',SEDAN,000212.jpg,3,123,34,714,436,,,,,,,
'Acura TL Sedan 2012',SEDAN,000214.jpg,3,32,71,548,281,,,,,,,
'Acura TL Sedan 2012',SEDAN,000215.jpg,3,43,74,581,350,,,,,,,
'Acura TL Sedan 2012',SEDAN,000217.jpg,3,17,53,230,171,,,,,,,
'Acura TL Sedan 2012',SEDAN,000218.jpg,3,128,159,879,521,,,,,,,
'Acura TL Sedan 2012',SEDAN,000219.jpg,3,153,152,802,480,,,,,,,
'Acura TL Sedan 2012',SEDAN,000220.jpg,3,89,182,719,467,,,,,,,
'Acura TL Sedan 2012',SEDAN,000222.jpg,3,16,9,289,193,,,,,,,
'Acura TL Sedan 2012',SEDAN,000223.jpg,3,121,133,674,544,,,,,,,
'Acura TL Sedan 2012',SEDAN,000224.jpg,3,56,53,250,192,,,,,,,
'Acura TL Sedan 2012',SEDAN,000225.jpg,3,52,28,546,336,,,,,,,
'Acura TL Sedan 2012',SEDAN,000226.jpg,3,157,47,796,315,,,,,,,
'Acura TL Sedan 2012',SEDAN,000227.jpg,3,44,58,389,312,,,,,,,
'Acura TL Sedan 2012',SEDAN,000228.jpg,3,65,33,485,351,,,,,,,
'Acura TL Sedan 2012',SEDAN,000230.jpg,3,73,69,542,373,,,,,,,
'Acura TL Sedan 2012',SEDAN,000231.jpg,3,22,84,779,466,,,,,,,
'Acura TL Sedan 2012',SEDAN,000232.jpg,3,49,97,396,260,,,,,,,
'Acura TL Sedan 2012',SEDAN,000234.jpg,3,10,142,478,348,,,,,,,
'Acura TL Sedan 2012',SEDAN,000235.jpg,3,17,92,288,198,,,,,,,
'Acura TL Sedan 2012',SEDAN,000236.jpg,3,12,101,637,383,,,,,,,
'Acura TL Sedan 2012',SEDAN,000237.jpg,3,19,23,698,284,,,,,,,
'Acura TL Sedan 2012',SEDAN,000238.jpg,3,168,172,877,592,,,,,,,
'Acura TL Sedan 2012',SEDAN,000239.jpg,3,9,22,248,173,,,,,,,
'Acura TL Type-S 2008',SEDAN,000241.jpg,4,24,341,1001,696,,,,,,,
'Acura TL Type-S 2008',SEDAN,000242.jpg,4,30,26,589,373,,,,,,,
'Acura TL Type-S 2008',SEDAN,000243.jpg,4,57,50,388,218,,,,,,,
'Acura TL Type-S 2008',SEDAN,000244.jpg,4,58,146,943,553,,,,,,,
'Acura TL Type-S 2008',SEDAN,000245.jpg,4,45,79,795,507,,,,,,,
'Acura TL Type-S 2008',SEDAN,000246.jpg,4,66,277,932,564,,,,,,,
'Acura TL Type-S 2008',SEDAN,000247.jpg,4,62,220,992,667,,,,,,,
'Acura TL Type-S 2008',SEDAN,000248.jpg,4,62,149,560,323,,,,,,,
'Acura TL Type-S 2008',SEDAN,000249.jpg,4,30,152,602,421,,,,,,,
'Acura TL Type-S 2008',SEDAN,000250.jpg,4,51,71,588,375,,,,,,,
'Acura TL Type-S 2008',SEDAN,000251.jpg,4,18,69,485,260,,,,,,,
'Acura TL Type-S 2008',SEDAN,000252.jpg,4,39,47,452,227,,,,,,,
'Acura TL Type-S 2008',SEDAN,000254.jpg,4,48,59,612,432,,,,,,,
'Acura TL Type-S 2008',SEDAN,000255.jpg,4,13,46,488,295,,,,,,,
'Acura TL Type-S 2008',SEDAN,000258.jpg,4,9,97,493,252,,,,,,,
'Acura TL Type-S 2008',SEDAN,000259.jpg,4,89,134,1194,699,,,,,,,
'Acura TL Type-S 2008',SEDAN,000260.jpg,4,23,94,402,269,,,,,,,
'Acura TL Type-S 2008',SEDAN,000262.jpg,4,22,88,479,312,,,,,,,
'Acura TL Type-S 2008',SEDAN,000263.jpg,4,69,8,432,325,,,,,,,
'Acura TL Type-S 2008',SEDAN,000265.jpg,4,37,93,608,404,,,,,,,
'Acura TL Type-S 2008',SEDAN,000266.jpg,4,56,23,776,372,,,,,,,
'Acura TL Type-S 2008',SEDAN,000268.jpg,4,66,114,597,407,,,,,,,
'Acura TL Type-S 2008',SEDAN,000269.jpg,4,185,495,1497,964,,,,,,,
'Acura TL Type-S 2008',SEDAN,000270.jpg,4,39,29,470,286,,,,,,,
'Acura TL Type-S 2008',SEDAN,000271.jpg,4,33,182,617,386,,,,,,,
'Acura TL Type-S 2008',SEDAN,000272.jpg,4,107,261,893,610,,,,,,,
'Acura TL Type-S 2008',SEDAN,000273.jpg,4,5,36,623,357,,,,,,,
'Acura TL Type-S 2008',SEDAN,000274.jpg,4,73,86,441,306,,,,,,,
'Acura TL Type-S 2008',SEDAN,000275.jpg,4,42,170,591,389,,,,,,,
'Acura TL Type-S 2008',SEDAN,000276.jpg,4,2,50,617,488,,,,,,,
'Acura TL Type-S 2008',SEDAN,000277.jpg,4,14,135,605,445,,,,,,,
'Acura TL Type-S 2008',SEDAN,000279.jpg,4,69,83,544,372,,,,,,,
'Acura TL Type-S 2008',SEDAN,000280.jpg,4,63,106,435,329,,,,,,,
'Acura TL Type-S 2008',SEDAN,000281.jpg,4,58,85,532,433,,,,,,,
'Acura TL Type-S 2008',SEDAN,000282.jpg,4,28,127,477,302,,,,,,,
'Acura TL Type-S 2008',SEDAN,000283.jpg,4,16,29,782,330,,,,,,,
'Acura TL Type-S 2008',SEDAN,000284.jpg,4,9,2,792,404,,,,,,,
'Acura TL Type-S 2008',SEDAN,000285.jpg,4,23,120,573,340,,,,,,,
'Acura TL Type-S 2008',SEDAN,000286.jpg,4,118,46,474,301,,,,,,,
'Acura TL Type-S 2008',SEDAN,000287.jpg,4,34,118,555,380,,,,,,,
'Acura TL Type-S 2008',SEDAN,000288.jpg,4,29,42,593,394,,,,,,,
'Acura TL Type-S 2008',SEDAN,000289.jpg,4,15,35,443,272,,,,,,,
'Acura TL Type-S 2008',SEDAN,000290.jpg,4,18,27,625,436,,,,,,,
'Acura TL Type-S 2008',SEDAN,000291.jpg,4,20,157,432,309,,,,,,,
'Acura TL Type-S 2008',SEDAN,000292.jpg,4,30,56,418,301,,,,,,,
'Acura TL Type-S 2008',SEDAN,000294.jpg,4,29,33,624,331,,,,,,,
'Acura TL Type-S 2008',SEDAN,000295.jpg,4,21,41,786,297,,,,,,,
'Acura TL Type-S 2008',SEDAN,000297.jpg,4,55,262,994,602,,,,,,,
'Acura TL Type-S 2008',SEDAN,000298.jpg,4,49,268,988,702,,,,,,,
'Acura TL Type-S 2008',SEDAN,000299.jpg,4,21,34,472,309,,,,,,,
'Acura TL Type-S 2008',SEDAN,000300.jpg,4,68,166,1151,704,,,,,,,
'Acura TL Type-S 2008',SEDAN,000301.jpg,4,11,65,484,304,,,,,,,
