'AM General Hummer SUV 2000',SUV,000071.jpg,1,17,23,240,135,,,,,71,'Chevrolet Express Van 2007',VAN
'AM General Hummer SUV 2000',SUV,000082.jpg,1,5,4,136,87,,,,,82,'Daewoo Nubira Wagon 2002',WAGON
'Acura RL Sedan 2012',SEDAN,000091.jpg,2,104,183,842,608,,,,,91,'Dodge Dakota Club Cab 2007',TRUCK
'Acura RL Sedan 2012',SEDAN,000093.jpg,2,8,29,444,213,,,,,93,'Dodge Challenger SRT8 2011',COUPE
'Acura RL Sedan 2012',SEDAN,000096.jpg,2,2,24,288,129,,,,,96,'Dodge Charger Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000097.jpg,2,115,63,817,324,,,,,97,'Dodge Charger SRT-8 2009',SEDAN
'Acura RL Sedan 2012',SEDAN,000099.jpg,2,13,256,769,532,,,,,99,'FIAT 500 Abarth 2012',COUPE
'Acura RL Sedan 2012',SEDAN,000102.jpg,2,16,115,445,269,,,,,102,'Ferrari California Convertible 2012',CONVERTIBLE
'Acura RL Sedan 2012',SEDAN,000106.jpg,2,139,172,690,431,,,,,106,'Ford F-450 Super Duty Crew Cab 2012',TRUCK
'Acura RL Sedan 2012',SEDAN,000109.jpg,2,36,40,261,174,,,,,109,'Ford Expedition EL SUV 2009',SUV
'Acura RL Sedan 2012',SEDAN,000115.jpg,2,56,95,627,368,,,,,115,'Ford Focus Sedan 2007',SEDAN
'Acura RL Sedan 2012',SEDAN,000117.jpg,2,97,49,455,326,,,,,117,'Ford Fiesta Sedan 2012',SEDAN
'Acura RL Sedan 2012',SEDAN,000130.jpg,2,51,51,441,289,,,,,130,'Hyundai Veloster Hatchback 2012',HATCHBACK
'Acura RL Sedan 2012',SEDAN,000142.jpg,2,51,90,460,247,,,,,142,'Infiniti QX56 SUV 2011',SUV
'Acura RL Sedan 2012',SEDAN,000146.jpg,2,28,27,397,217,,,,,146,'Jeep Wrangler SUV 2012',SUV
'Acura TL Sedan 2012',SEDAN,000154.jpg,3,29,75,271,168,,,,,154,'Land Rover Range Rover SUV 2012',SUV
'Acura TL Sedan 2012',SEDAN,000157.jpg,3,10,86,614,383,,,,,157,'MINI Cooper Roadster Convertible 2012',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000160.jpg,3,147,125,471,426,,,,,160,'McLaren MP4-12C Coupe 2012',COUPE
'Acura TL Sedan 2012',SEDAN,000161.jpg,3,18,84,478,307,,,,,161,'Mercedes-Benz 300-Class Convertible 1993',CONVERTIBLE
'Acura TL Sedan 2012',SEDAN,000163.jpg,3,131,124,537,329,,,,,163,'Mercedes-Benz SL-Class Coupe 2009',COUPE
'Acura TL Sedan 2012',SEDAN,000165.jpg,3,108,201,706,429,,,,,165,'Mercedes-Benz S-Class Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000177.jpg,3,189,174,800,542,,,,,177,'Rolls-Royce Phantom Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000182.jpg,3,178,424,1828,1090,,,,,182,'Suzuki Kizashi Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000184.jpg,3,3,47,296,183,,,,,184,'Suzuki SX4 Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000188.jpg,3,22,101,380,235,,,,,188,'Toyota Corolla Sedan 2012',SEDAN
'Acura TL Sedan 2012',SEDAN,000203.jpg,3,104,11,1997,1144,,,,,,,
'Acura TL Sedan 2012',SEDAN,000209.jpg,3,19,156,595,468,,,,,,,
'Acura TL Sedan 2012',SEDAN,000211.jpg,3,16,58,597,361,,,,,,,
'Acura TL Sedan 2012',SEDAN,000213.jpg,3,78,146,472,347,,,,,,,
'Acura TL Sedan 2012',SEDAN,000216.jpg,3,51,54,246,186,,,,,,,
'Acura TL Sedan 2012',SEDAN,000221.jpg,3,52,94,470,304,,,,,,,
'Acura TL Sedan 2012',SEDAN,000229.jpg,3,39,64,386,246,,,,,,,
'Acura TL Sedan 2012',SEDAN,000233.jpg,3,14,165,574,387,,,,,,,
'Acura TL Type-S 2008',SEDAN,000240.jpg,4,147,215,1468,786,,,,,,,
'Acura TL Type-S 2008',SEDAN,000253.jpg,4,71,145,629,460,,,,,,,
'Acura TL Type-S 2008',SEDAN,000256.jpg,4,62,176,400,330,,,,,,,
'Acura TL Type-S 2008',SEDAN,000257.jpg,4,18,149,621,354,,,,,,,
'Acura TL Type-S 2008',SEDAN,000261.jpg,4,29,444,1253,928,,,,,,,
'Acura TL Type-S 2008',SEDAN,000264.jpg,4,16,55,560,382,,,,,,,
'Acura TL Type-S 2008',SEDAN,000267.jpg,4,78,153,594,421,,,,,,,
'Acura TL Type-S 2008',SEDAN,000278.jpg,4,31,75,480,308,,,,,,,
'Acura TL Type-S 2008',SEDAN,000293.jpg,4,32,26,475,213,,,,,,,
'Acura TL Type-S 2008',SEDAN,000296.jpg,4,42,133,681,447,,,,,,,
'Acura TL Type-S 2008',SEDAN,000302.jpg,4,555,520,2755,1743,,,,,,,
'Acura TL Type-S 2008',SEDAN,000307.jpg,4,159,179,1320,780,,,,,,,
'Acura TL Type-S 2008',SEDAN,000310.jpg,4,32,74,613,368,,,,,,,
'Acura TL Type-S 2008',SEDAN,000311.jpg,4,145,337,1786,1027,,,,,,,
'Acura TL Type-S 2008',SEDAN,000323.jpg,4,40,119,466,364,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000330.jpg,5,69,50,204,156,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000338.jpg,5,172,393,1713,1063,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000340.jpg,5,39,89,457,334,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000348.jpg,5,52,35,246,174,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000349.jpg,5,7,74,292,200,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000361.jpg,5,37,67,237,168,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000363.jpg,5,11,8,270,160,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000366.jpg,5,281,141,1300,866,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000395.jpg,5,7,13,208,134,,,,,,,
'Acura TSX Sedan 2012',SEDAN,000403.jpg,5,52,53,748,487,,,,,,,
'Acura Integra Type R 2001',COUPE,000410.jpg,6,10,34,627,322,,,,,,,
'Acura Integra Type R 2001',COUPE,000429.jpg,6,42,4,750,469,,,,,,,
'Acura Integra Type R 2001',COUPE,000431.jpg,6,147,119,1078,596,,,,,,,
'Acura Integra Type R 2001',COUPE,000445.jpg,6,30,200,680,452,,,,,,,
'Acura Integra Type R 2001',COUPE,000451.jpg,6,37,172,559,412,,,,,,,
'Acura Integra Type R 2001',COUPE,000452.jpg,6,50,73,567,446,,,,,,,
'Acura Integra Type R 2001',COUPE,000454.jpg,6,22,117,513,331,,,,,,,
'Acura Integra Type R 2001',COUPE,000456.jpg,6,12,99,559,348,,,,,,,
'Acura Integra Type R 2001',COUPE,000458.jpg,6,95,232,618,428,,,,,,,
'Acura Integra Type R 2001',COUPE,000462.jpg,6,54,225,499,610,,,,,,,
'Acura Integra Type R 2001',COUPE,000467.jpg,6,10,223,1522,985,,,,,,,
'Acura Integra Type R 2001',COUPE,000468.jpg,6,20,67,805,567,,,,,,,
'Acura Integra Type R 2001',COUPE,000470.jpg,6,25,23,761,529,,,,,,,
'Acura Integra Type R 2001',COUPE,000475.jpg,6,44,147,595,435,,,,,,,
'Acura Integra Type R 2001',COUPE,000484.jpg,6,123,82,371,246,,,,,,,
'Acura Integra Type R 2001',COUPE,000488.jpg,6,40,108,1250,752,,,,,,,
'Acura Integra Type R 2001',COUPE,000489.jpg,6,55,149,531,359,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000496.jpg,7,135,132,535,330,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000509.jpg,7,42,17,440,282,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000513.jpg,7,338,82,1133,733,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000515.jpg,7,4,60,519,283,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000519.jpg,7,39,127,595,360,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000531.jpg,7,19,138,571,424,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000532.jpg,7,7,41,787,431,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000537.jpg,7,102,130,574,310,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000551.jpg,7,604,361,1501,1068,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000569.jpg,7,31,328,1468,949,,,,,,,
'Acura ZDX Hatchback 2012',HATCHBACK,000571.jpg,7,103,81,408,273,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000572.jpg,8,5,5,498,211,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000575.jpg,8,57,3,615,461,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000579.jpg,8,16,99,439,254,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000582.jpg,8,22,142,474,326,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000593.jpg,8,24,46,290,188,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000602.jpg,8,3,60,404,215,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000604.jpg,8,79,386,765,615,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000605.jpg,8,10,55,540,271,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000606.jpg,8,27,21,626,433,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000613.jpg,8,57,70,578,328,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000614.jpg,8,83,64,269,158,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000619.jpg,8,43,44,236,156,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000632.jpg,8,109,193,898,552,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000634.jpg,8,16,73,239,138,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000637.jpg,8,826,511,1285,1084,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000642.jpg,8,16,31,283,154,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000649.jpg,8,15,31,241,156,,,,,,,
'Aston Martin V8 Vantage Convertible 2012',CONVERTIBLE,000661.jpg,8,35,88,573,339,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000662.jpg,9,19,43,301,146,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000669.jpg,9,24,122,631,411,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000670.jpg,9,28,41,265,198,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000675.jpg,9,13,97,1576,952,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000681.jpg,9,102,74,257,166,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000684.jpg,9,107,109,444,255,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000686.jpg,9,208,203,794,499,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000687.jpg,9,37,137,997,602,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000692.jpg,9,13,98,287,198,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000694.jpg,9,224,89,1114,688,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000696.jpg,9,80,155,471,320,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000698.jpg,9,26,149,626,425,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000714.jpg,9,61,34,534,370,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000722.jpg,9,303,187,940,504,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000738.jpg,9,42,191,846,524,,,,,,,
'Aston Martin V8 Vantage Coupe 2012',COUPE,000740.jpg,9,23,73,297,202,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000751.jpg,10,36,116,571,312,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000757.jpg,10,178,790,3061,2333,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000759.jpg,10,16,102,621,423,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000763.jpg,10,66,68,512,289,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000764.jpg,10,157,82,493,257,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000770.jpg,10,435,304,1008,622,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000771.jpg,10,37,229,563,429,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000778.jpg,10,58,222,870,567,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000785.jpg,10,6,10,488,142,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000786.jpg,10,29,10,525,368,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000794.jpg,10,232,107,858,600,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000796.jpg,10,1,37,898,600,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000799.jpg,10,270,350,1011,608,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000801.jpg,10,39,29,1123,681,,,,,,,
'Aston Martin Virage Convertible 2012',CONVERTIBLE,000803.jpg,10,21,153,304,269,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000814.jpg,11,48,135,543,383,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000826.jpg,11,114,114,682,382,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000829.jpg,11,21,97,622,387,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000831.jpg,11,3,108,1333,887,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000832.jpg,11,84,107,496,254,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000844.jpg,11,33,72,540,322,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000846.jpg,11,257,352,1332,840,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000849.jpg,11,100,188,757,453,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000860.jpg,11,111,209,712,487,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000863.jpg,11,25,156,621,352,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000876.jpg,11,23,109,437,313,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000881.jpg,11,165,193,924,466,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000882.jpg,11,64,49,656,310,,,,,,,
'Aston Martin Virage Coupe 2012',COUPE,000884.jpg,11,70,152,561,294,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000891.jpg,12,19,93,382,267,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000895.jpg,12,84,31,1128,639,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000899.jpg,12,26,36,302,221,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000901.jpg,12,277,513,1160,833,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000904.jpg,12,41,60,318,268,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000906.jpg,12,22,206,514,363,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000910.jpg,12,130,346,1489,1090,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000919.jpg,12,44,30,412,199,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000920.jpg,12,106,168,752,512,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000923.jpg,12,50,199,336,346,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000931.jpg,12,12,83,439,277,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000939.jpg,12,43,37,565,337,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000947.jpg,12,65,64,394,267,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000948.jpg,12,52,377,952,674,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000950.jpg,12,81,138,445,330,,,,,,,
'Audi RS 4 Convertible 2008',CONVERTIBLE,000958.jpg,12,670,418,1684,1066,,,,,,,
'Audi A5 Coupe 2012',COUPE,000959.jpg,13,73,164,936,471,,,,,,,
'Audi A5 Coupe 2012',COUPE,000961.jpg,13,26,76,205,159,,,,,,,
'Audi A5 Coupe 2012',COUPE,000966.jpg,13,86,78,355,284,,,,,,,
'Audi A5 Coupe 2012',COUPE,000971.jpg,13,7,44,253,154,,,,,,,
'Audi A5 Coupe 2012',COUPE,000972.jpg,13,8,5,547,267,,,,,,,
'Audi A5 Coupe 2012',COUPE,000974.jpg,13,11,36,247,175,,,,,,,
'Audi A5 Coupe 2012',COUPE,000984.jpg,13,71,35,587,375,,,,,,,
'Audi A5 Coupe 2012',COUPE,000985.jpg,13,32,65,287,161,,,,,,,
'Audi A5 Coupe 2012',COUPE,000987.jpg,13,7,14,294,174,,,,,,,
'Audi A5 Coupe 2012',COUPE,000991.jpg,13,6,40,250,157,,,,,,,
'Audi A5 Coupe 2012',COUPE,000994.jpg,13,55,601,1384,982,,,,,,,
'Audi A5 Coupe 2012',COUPE,000996.jpg,13,100,20,474,216,,,,,,,
'Audi A5 Coupe 2012',COUPE,000998.jpg,13,85,59,774,522,,,,,,,
'Audi A5 Coupe 2012',COUPE,000999.jpg,13,15,60,242,175,,,,,,,
'Audi A5 Coupe 2012',COUPE,001001.jpg,13,121,127,1111,729,,,,,,,
'Audi A5 Coupe 2012',COUPE,001003.jpg,13,19,69,369,221,,,,,,,
'Audi A5 Coupe 2012',COUPE,001006.jpg,13,26,61,283,198,,,,,,,
'Audi A5 Coupe 2012',COUPE,001007.jpg,13,9,27,251,175,,,,,,,
'Audi A5 Coupe 2012',COUPE,001010.jpg,13,29,74,359,255,,,,,,,
'Audi A5 Coupe 2012',COUPE,001032.jpg,13,36,77,603,419,,,,,,,
'Audi A5 Coupe 2012',COUPE,001035.jpg,13,24,111,618,371,,,,,,,
'Audi A5 Coupe 2012',COUPE,001039.jpg,13,38,162,589,370,,,,,,,
'Audi TTS Coupe 2012',COUPE,001042.jpg,14,19,123,618,354,,,,,,,
'Audi TTS Coupe 2012',COUPE,001045.jpg,14,16,41,399,300,,,,,,,
'Audi TTS Coupe 2012',COUPE,001049.jpg,14,90,40,628,365,,,,,,,
'Audi TTS Coupe 2012',COUPE,001050.jpg,14,2,91,196,198,,,,,,,
'Audi TTS Coupe 2012',COUPE,001051.jpg,14,150,87,472,289,,,,,,,
'Audi TTS Coupe 2012',COUPE,001053.jpg,14,90,53,460,257,,,,,,,
'Audi TTS Coupe 2012',COUPE,001066.jpg,14,172,227,644,432,,,,,,,
'Audi TTS Coupe 2012',COUPE,001077.jpg,14,32,39,232,143,,,,,,,
'Audi TTS Coupe 2012',COUPE,001078.jpg,14,2,49,637,405,,,,,,,
'Audi TTS Coupe 2012',COUPE,001089.jpg,14,121,211,691,462,,,,,,,
'Audi TTS Coupe 2012',COUPE,001091.jpg,14,53,66,594,416,,,,,,,
'Audi TTS Coupe 2012',COUPE,001098.jpg,14,31,44,226,157,,,,,,,
'Audi TTS Coupe 2012',COUPE,001099.jpg,14,55,74,459,275,,,,,,,
'Audi TTS Coupe 2012',COUPE,001105.jpg,14,11,66,236,174,,,,,,,
'Audi TTS Coupe 2012',COUPE,001115.jpg,14,32,22,230,175,,,,,,,
'Audi TTS Coupe 2012',COUPE,001120.jpg,14,48,111,570,397,,,,,,,
'Audi TTS Coupe 2012',COUPE,001122.jpg,14,58,46,630,387,,,,,,,
'Audi R8 Coupe 2012',COUPE,001126.jpg,15,17,17,236,170,,,,,,,
'Audi R8 Coupe 2012',COUPE,001127.jpg,15,173,307,1083,617,,,,,,,
'Audi R8 Coupe 2012',COUPE,001130.jpg,15,32,135,466,266,,,,,,,
'Audi R8 Coupe 2012',COUPE,001136.jpg,15,21,6,341,146,,,,,,,
'Audi R8 Coupe 2012',COUPE,001139.jpg,15,29,135,581,380,,,,,,,
'Audi R8 Coupe 2012',COUPE,001142.jpg,15,25,140,537,329,,,,,,,
'Audi R8 Coupe 2012',COUPE,001146.jpg,15,51,91,530,316,,,,,,,
'Audi R8 Coupe 2012',COUPE,001153.jpg,15,164,95,506,343,,,,,,,
'Audi R8 Coupe 2012',COUPE,001154.jpg,15,128,111,547,320,,,,,,,
'Audi R8 Coupe 2012',COUPE,001172.jpg,15,169,706,1430,1269,,,,,,,
'Audi R8 Coupe 2012',COUPE,001176.jpg,15,12,6,493,270,,,,,,,
'Audi R8 Coupe 2012',COUPE,001179.jpg,15,3,16,599,431,,,,,,,
'Audi R8 Coupe 2012',COUPE,001182.jpg,15,103,75,675,433,,,,,,,
'Audi R8 Coupe 2012',COUPE,001196.jpg,15,16,76,469,296,,,,,,,
'Audi R8 Coupe 2012',COUPE,001201.jpg,15,58,121,746,438,,,,,,,
'Audi R8 Coupe 2012',COUPE,001205.jpg,15,158,200,1457,934,,,,,,,
'Audi R8 Coupe 2012',COUPE,001206.jpg,15,16,54,300,146,,,,,,,
'Audi R8 Coupe 2012',COUPE,001211.jpg,15,13,90,608,254,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001222.jpg,16,35,41,187,108,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001230.jpg,16,106,72,711,480,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001237.jpg,16,49,34,190,109,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001241.jpg,16,75,336,1487,786,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001244.jpg,16,25,89,455,257,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001247.jpg,16,7,66,475,321,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001249.jpg,16,8,35,255,159,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001251.jpg,16,5,73,280,221,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001257.jpg,16,16,8,333,245,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001258.jpg,16,36,145,670,388,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001262.jpg,16,21,9,270,181,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001264.jpg,16,35,113,611,393,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001265.jpg,16,17,111,358,240,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001267.jpg,16,37,40,406,302,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001268.jpg,16,23,18,640,459,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001270.jpg,16,31,78,361,186,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001273.jpg,16,16,56,187,108,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001276.jpg,16,14,7,198,120,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001278.jpg,16,57,405,1212,769,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001281.jpg,16,10,44,258,177,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001282.jpg,16,104,231,659,431,,,,,,,
'Audi V8 Sedan 1994',SEDAN,001287.jpg,16,19,63,349,196,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001301.jpg,17,17,111,358,240,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001302.jpg,17,21,57,554,278,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001319.jpg,17,20,240,862,677,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001324.jpg,17,1,146,533,357,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001332.jpg,17,35,73,372,248,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001337.jpg,17,18,59,389,264,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001346.jpg,17,51,48,213,172,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001349.jpg,17,79,172,1474,853,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001361.jpg,17,20,42,252,170,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001362.jpg,17,123,421,1129,771,,,,,,,
'Audi 100 Sedan 1994',SEDAN,001371.jpg,17,47,76,662,380,,,,,,,
'Audi 100 Wagon 1994',WAGON,001387.jpg,18,33,82,327,200,,,,,,,
'Audi 100 Wagon 1994',WAGON,001390.jpg,18,19,100,245,172,,,,,,,
